"IP","IP_A","IP_B","IP_C","IP_D","IP_E","type","host","idp","refugees","age","female","disability","married","children","education","edu_primary","edu_secondary","edu_university","edu_no_completion","edu_no_education","edu_other","cva","safe","assafe","lesssafe","safer","parenting_better","relationship_better","worried","asworried","lessworried","moreworried","income","income2"
"B",0,1,0,0,0,"Host community HH",1,0,0,-1.09861711191954,0,0,1,3,"other",0,0,0,0,0,1,"0","lesssafe",0,1,0,1,1,"asworried",1,0,0,349.9,-0.0410402726996652
"B",0,1,0,0,0,"Host community HH",1,0,0,-1.09861711191954,0,0,1,1,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"asworried",1,0,0,398.75,0.303236687293737
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.845272100345284,0,0,1,2,"Completed primary school",1,0,0,0,0,0,"1","safer",0,0,1,0,1,"moreworried",0,0,1,550.43,1.37222193379935
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.507478751579609,0,0,1,3,"other",0,0,0,0,0,1,"0","safer",0,0,1,0,1,"moreworried",0,0,1,344.31,-0.0804365512331987
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.591927088771028,0,0,1,4,"Completed secondary school",0,1,0,0,0,0,"0","safer",0,0,1,0,0,"moreworried",0,0,1,614.85,1.82623056763302
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.254133740005352,0,0,1,2,"Did not complete primary school",0,0,0,1,0,0,"1","assafe",1,0,0,0,0,"moreworried",0,0,1,418.11,0.439678897027048
"B",0,1,0,0,0,"Host community HH",1,0,0,0.0836596087603232,0,0,1,1,"Completed primary school",1,0,0,0,0,0,"1","safer",0,0,1,0,0,"moreworried",0,0,1,514.89,1.1217489929976
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.591927088771028,1,1,0,2,"Completed secondary school",0,1,0,0,0,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,540.16,1.29984272440053
"B",0,1,0,0,0,"Host community HH",1,0,0,1.60372967820586,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,0,1,"moreworried",0,0,1,486.65,0.922723786237852
"B",0,1,0,0,0,"Host community HH",1,0,0,0.843694643483093,0,1,1,2,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,0,1,"moreworried",0,0,1,364.82,0.0641104385204282
"B",0,1,0,0,0,"Host community HH",1,0,0,1.18148799224877,0,0,1,1,"Never attended school",0,0,0,0,1,0,"1","assafe",1,0,0,1,0,"asworried",1,0,0,429.07,0.516920974438055
"B",0,1,0,0,0,"Host community HH",1,0,0,-1.18306544911096,1,0,1,2,"other",0,0,0,0,0,1,"0","safer",0,0,1,0,0,"asworried",1,0,0,347.26,-0.0596460285723894
"B",0,1,0,0,0,"Host community HH",1,0,0,-1.60530713506805,1,0,1,2,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,0,"moreworried",0,0,1,343.87,-0.0835375105453194
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.254133740005352,0,0,1,4,"Never attended school",0,0,0,0,1,0,"1","assafe",1,0,0,1,0,"asworried",1,0,0,378.81,0.162706849376266
"B",0,1,0,0,0,"Host community HH",1,0,0,1.18148799224877,0,0,1,3,"Completed primary school",1,0,0,0,0,0,"0","assafe",1,0,0,1,0,"lessworried",0,1,0,481.34,0.885300845448395
"B",0,1,0,0,0,"Host community HH",1,0,0,0.759246306291674,0,0,1,4,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,1,"lessworried",0,1,0,342.77,-0.0912899088256213
"B",0,1,0,0,0,"Host community HH",1,0,0,0.33700462033458,1,0,1,1,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,1,0,"moreworried",0,0,1,330.42,-0.178328198609009
"B",0,1,0,0,0,"Host community HH",1,0,0,-1.3519621234938,0,0,1,2,"Completed secondary school",0,1,0,0,0,0,"0","assafe",1,0,0,1,0,"lessworried",0,1,0,585.22,1.6174091485009
"B",0,1,0,0,0,"Host community HH",1,0,0,2.27931637573721,0,0,1,3,"Completed primary school",1,0,0,0,0,0,"0","safer",0,0,1,1,0,"moreworried",0,0,1,644.2,2.03307864902108
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.507478751579609,0,0,1,2,"other",0,0,0,0,0,1,"0","safer",0,0,1,1,0,"moreworried",0,0,1,620.87,1.86865732913068
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.0852370656225145,0,0,1,2,"Completed secondary school",0,1,0,0,0,0,"0","assafe",1,0,0,1,0,"lessworried",0,1,0,612.01,1.80621528480024
"B",0,1,0,0,0,"Host community HH",1,0,0,1.01259131786593,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,0,0,"moreworried",0,0,1,434.32,0.553921057139495
"B",0,1,0,0,0,"Host community HH",1,0,0,1.18148799224877,0,1,1,2,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,1,"asworried",1,0,0,398.25,0.2997128698936
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.507478751579609,1,0,0,3,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,0,0,"lessworried",0,1,0,282.26,-0.517742290590222
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.507478751579609,1,0,0,1,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,0,0,"moreworried",0,0,1,302.86,-0.37256101370457
"B",0,1,0,0,0,"Host community HH",1,0,0,1.18148799224877,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,0,"moreworried",0,0,1,415.99,0.424737911250467
"B",0,1,0,0,0,"Host community HH",1,0,0,-1.3519621234938,1,0,1,4,"other",0,0,0,0,0,1,"1","safer",0,0,1,0,1,"moreworried",0,0,1,332.91,-0.160779587956326
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.0852370656225145,0,0,1,3,"Completed secondary school",0,1,0,0,0,0,"0","safer",0,0,1,0,0,"moreworried",0,0,1,678.97,2.27812491102662
"B",0,1,0,0,0,"Host community HH",1,0,0,-1.52085879787664,1,0,1,1,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,0,0,"asworried",1,0,0,369.24,0.0952609843376409
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.760823763153866,1,0,1,3,"Completed secondary school",0,1,0,0,0,0,"0","safer",0,0,1,1,0,"moreworried",0,0,1,630.19,1.93434128546923
"B",0,1,0,0,0,"Host community HH",1,0,0,0.0836596087603232,0,0,1,1,"Completed primary school",1,0,0,0,0,0,"0","lesssafe",0,1,0,1,1,"asworried",1,0,0,519.51,1.15430906577487
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.929720437536703,0,0,1,2,"Completed primary school",1,0,0,0,0,0,"0","assafe",1,0,0,1,1,"moreworried",0,0,1,454.06,0.693041368096911
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.0852370656225145,0,0,1,3,"Completed secondary school",0,1,0,0,0,0,"0","safer",0,0,1,0,0,"moreworried",0,0,1,593.32,1.67449499038312
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.0852370656225145,0,0,1,1,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"asworried",1,0,0,369.32,0.0958247951216627
"B",0,1,0,0,0,"Host community HH",1,0,0,0.759246306291674,1,0,1,2,"Completed secondary school",0,1,0,0,0,0,"0","safer",0,0,1,1,0,"lessworried",0,1,0,610.09,1.79268382598372
"B",0,1,0,0,0,"Host community HH",1,0,0,0.759246306291674,0,1,1,2,"Completed primary school",1,0,0,0,0,0,"0","safer",0,0,1,1,0,"moreworried",0,0,1,462.18,0.750268162675139
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.929720437536703,0,0,1,3,"other",0,0,0,0,0,1,"0","safer",0,0,1,0,1,"asworried",1,0,0,404.17,0.341434867911224
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.0852370656225145,0,1,1,2,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,293.12,-0.441204976659243
"B",0,1,0,0,0,"Host community HH",1,0,0,-1.26751378630238,0,0,1,3,"Completed secondary school",0,1,0,0,0,0,"0","safer",0,0,1,0,0,"asworried",1,0,0,625.81,1.90347264504403
"B",0,1,0,0,0,"Host community HH",1,0,0,1.18148799224877,0,0,1,3,"Completed primary school",1,0,0,0,0,0,"0","assafe",1,0,0,0,0,"asworried",1,0,0,544.46,1.33014755404171
"B",0,1,0,0,0,"Host community HH",1,0,0,-1.09861711191954,0,0,1,2,"Completed secondary school",0,1,0,0,0,0,"0","safer",0,0,1,1,1,"asworried",1,0,0,597.48,1.70381315115226
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.0852370656225145,0,0,1,3,"Completed secondary school",0,1,0,0,0,0,"0","lesssafe",0,1,0,0,1,"asworried",1,0,0,659.82,2.14316270460136
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.0852370656225145,0,0,1,3,"Completed secondary school",0,1,0,0,0,0,"0","lesssafe",0,1,0,1,1,"asworried",1,0,0,611.85,1.8050876632322
"B",0,1,0,0,0,"Host community HH",1,0,0,0.33700462033458,0,0,1,5,"Completed secondary school",0,1,0,0,0,0,"0","safer",0,0,1,0,0,"moreworried",0,0,1,642.37,2.02018147733657
"B",0,1,0,0,0,"Host community HH",1,0,0,0.928142980674512,0,0,1,3,"Completed secondary school",0,1,0,0,0,0,"0","safer",0,0,1,1,0,"asworried",1,0,0,680.61,2.28968303209907
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.254133740005352,0,0,1,3,"Did not complete primary school",0,0,0,1,0,0,"0","assafe",1,0,0,1,0,"asworried",1,0,0,348.75,-0.0491450527199806
"B",0,1,0,0,0,"Host community HH",1,0,0,0.759246306291674,0,0,1,1,"Completed primary school",1,0,0,0,0,0,"0","safer",0,0,1,1,0,"asworried",1,0,0,530.09,1.22887304196177
"B",0,1,0,0,0,"Host community HH",1,0,0,-1.26751378630238,1,0,1,3,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,0,"asworried",1,0,0,322.92,-0.231185459611067
"B",0,1,0,0,0,"Host community HH",1,0,0,-1.26751378630238,1,0,1,4,"Completed primary school",1,0,0,0,0,0,"0","assafe",1,0,0,1,0,"moreworried",0,0,1,401.66,0.323745304562535
"B",0,1,0,0,0,"Host community HH",1,0,0,-1.18306544911096,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,0,"moreworried",0,0,1,374.02,0.128948678682952
"B",0,1,0,0,0,"Host community HH",1,0,0,1.60372967820586,0,0,1,3,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,0,0,"asworried",1,0,0,387.22,0.221977458046574
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.507478751579609,0,0,1,3,"Completed secondary school",0,1,0,0,0,0,"0","safer",0,0,1,0,0,"asworried",1,0,0,548.37,1.35770380611079
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.0852370656225145,0,0,1,3,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,0,1,"moreworried",0,0,1,382.13,0.186104996913177
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.0852370656225145,0,0,1,2,"Never attended school",0,0,0,0,1,0,"1","assafe",1,0,0,1,1,"lessworried",0,1,0,405.14,0.34827107366749
"B",0,1,0,0,0,"Host community HH",1,0,0,1.01259131786593,0,1,1,2,"Completed secondary school",0,1,0,0,0,0,"0","lesssafe",0,1,0,1,0,"lessworried",0,1,0,591.19,1.65948352825853
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.507478751579609,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"lessworried",0,1,0,359.47,0.0264055923389606
"B",0,1,0,0,0,"Host community HH",1,0,0,1.01259131786593,0,1,1,2,"Completed university or beyond",0,0,1,0,0,0,"0","safer",0,0,1,1,0,"asworried",1,0,0,1133.06,5.47838539748319
"B",0,1,0,0,0,"Host community HH",1,0,0,1.60372967820586,0,0,1,3,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"moreworried",0,0,1,393.25,0.264474695892228
"B",0,1,0,0,0,"Host community HH",1,0,0,0.33700462033458,0,0,1,2,"Completed secondary school",0,1,0,0,0,0,"0","safer",0,0,1,0,0,"moreworried",0,0,1,623.56,1.88761546674341
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.254133740005352,0,0,1,3,"Completed primary school",1,0,0,0,0,0,"0","safer",0,0,1,0,0,"lessworried",0,1,0,510.34,1.08968225465635
"B",0,1,0,0,0,"Host community HH",1,0,0,0.0836596087603232,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,1,"asworried",1,0,0,355.64,-0.000586848946090406
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.929720437536703,1,0,0,2,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,0,"lessworried",0,1,0,271.58,-0.593011030257152
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.929720437536703,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,0,0,"asworried",1,0,0,383.02,0.192377391885421
"B",0,1,0,0,0,"Host community HH",1,0,0,0.759246306291674,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,1,0,"lessworried",0,1,0,456.98,0.713620461713712
"B",0,1,0,0,0,"Host community HH",1,0,0,0.33700462033458,1,0,0,3,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"moreworried",0,0,1,315.21,-0.285522723921182
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.0852370656225145,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"moreworried",0,0,1,346.19,-0.0671869978086829
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.507478751579609,0,0,1,3,"Never attended school",0,0,0,0,1,0,"1","assafe",1,0,0,1,0,"moreworried",0,0,1,362.16,0.0453637299516986
"B",0,1,0,0,0,"Host community HH",1,0,0,0.505901294717418,0,0,1,1,"Completed secondary school",0,1,0,0,0,0,"0","safer",0,0,1,0,1,"moreworried",0,0,1,657.34,2.12568457029668
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.845272100345284,0,0,1,3,"Never attended school",0,0,0,0,1,0,"1","assafe",1,0,0,0,0,"asworried",1,0,0,290.11,-0.462418357408068
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.507478751579609,0,0,1,3,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,0,1,"asworried",1,0,0,326.85,-0.203488254845989
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.254133740005352,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,0,0,"asworried",1,0,0,315.56,-0.283056051741086
"B",0,1,0,0,0,"Host community HH",1,0,0,-1.26751378630238,0,0,1,1,"Completed secondary school",0,1,0,0,0,0,"0","assafe",1,0,0,0,0,"lessworried",0,1,0,555.13,1.40534581736064
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.0852370656225145,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,1,"lessworried",0,1,0,425.09,0.488871387932963
"B",0,1,0,0,0,"Host community HH",1,0,0,0.33700462033458,0,0,1,1,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,0,0,"lessworried",0,1,0,410.15,0.383579724016864
"B",0,1,0,0,0,"Host community HH",1,0,0,0.759246306291674,0,0,1,3,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"asworried",1,0,0,388.7,0.23240795755098
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.0852370656225145,1,0,0,2,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,0,1,"lessworried",0,1,0,309.06,-0.328865677942869
"B",0,1,0,0,0,"Host community HH",1,0,0,-1.26751378630238,0,0,1,2,"Completed primary school",1,0,0,0,0,0,"0","lesssafe",0,1,0,0,0,"asworried",1,0,0,445.76,0.634545999254634
"B",0,1,0,0,0,"Host community HH",1,0,0,1.60372967820586,0,0,1,1,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,0,0,"moreworried",0,0,1,440.75,0.59923734890526
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.0852370656225145,0,0,1,4,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"asworried",1,0,0,335.41,-0.14316050095564
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.507478751579609,0,0,1,5,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,1,"lessworried",0,1,0,309.69,-0.324425668018697
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.760823763153866,0,0,1,3,"Completed secondary school",0,1,0,0,0,0,"1","safer",0,0,1,0,1,"asworried",1,0,0,580.55,1.58449669398361
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.676375425962447,0,0,1,3,"Completed secondary school",0,1,0,0,0,0,"0","safer",0,0,1,1,0,"asworried",1,0,0,634.37,1.96380039893438
"B",0,1,0,0,0,"Host community HH",1,0,0,0.759246306291674,0,0,1,1,"Did not complete primary school",0,0,0,1,0,0,"0","safer",0,0,1,0,0,"lessworried",0,1,0,407.73,0.366524447800201
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.591927088771028,0,1,1,2,"other",0,0,0,0,0,1,"0","assafe",1,0,0,0,1,"moreworried",0,0,1,347.21,-0.0599984103124032
"B",0,1,0,0,0,"Host community HH",1,0,0,0.759246306291674,0,0,1,2,"Completed primary school",1,0,0,0,0,0,"0","lesssafe",0,1,0,1,0,"lessworried",0,1,0,556.11,1.41225249946491
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.929720437536703,0,0,1,1,"Did not complete primary school",0,0,0,1,0,0,"0","assafe",1,0,0,1,0,"lessworried",0,1,0,302.48,-0.375239114928675
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.760823763153866,0,0,1,2,"Completed secondary school",0,1,0,0,0,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,587.03,1.63016536748939
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.929720437536703,0,0,1,2,"Completed secondary school",0,1,0,0,0,0,"0","safer",0,0,1,0,1,"asworried",1,0,0,649.08,2.06747110684642
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.929720437536703,0,0,1,2,"Completed secondary school",0,1,0,0,0,0,"0","lesssafe",0,1,0,0,0,"lessworried",0,1,0,644.81,2.03737770624924
"B",0,1,0,0,0,"Host community HH",1,0,0,0.0836596087603232,0,0,1,4,"Completed primary school",1,0,0,0,0,0,"0","safer",0,0,1,0,0,"moreworried",0,0,1,447.12,0.644130782583007
"B",0,1,0,0,0,"Host community HH",1,0,0,0.0836596087603232,1,0,1,1,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"lessworried",0,1,0,332.81,-0.161484351436354
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.0852370656225145,0,0,1,2,"Completed secondary school",0,1,0,0,0,0,"0","assafe",1,0,0,1,0,"lessworried",0,1,0,663.16,2.16670180483428
"B",0,1,0,0,0,"Refugee HH",0,0,1,1.43483300382303,0,0,1,5,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,0,1,"moreworried",0,0,1,379.59,0.16820400452048
"B",0,1,0,0,0,"Refugee HH",0,0,1,0.168107945951742,0,0,1,3,"Never attended school",0,0,0,0,1,0,"1","assafe",1,0,0,0,1,"lessworried",0,1,0,302.86,-0.37256101370457
"B",0,1,0,0,0,"Refugee HH",0,0,1,-0.254133740005352,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,0,1,"asworried",1,0,0,236.69,-0.838903008438724
"B",0,1,0,0,0,"Refugee HH",0,0,1,-0.507478751579609,0,0,1,3,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,0,"lessworried",0,1,0,271.12,-0.596252942265278
"B",0,1,0,0,0,"Refugee HH",0,0,1,-0.0852370656225145,0,0,1,4,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,0,"asworried",1,0,0,300.79,-0.387149617741138
"B",0,1,0,0,0,"Refugee HH",0,0,1,-1.26751378630238,1,0,1,2,"Completed primary school",1,0,0,0,0,0,"0","safer",0,0,1,1,0,"asworried",1,0,0,325.6,-0.212297798346332
"B",0,1,0,0,0,"Refugee HH",0,0,1,2.61710972450289,1,1,0,2,"Completed primary school",1,0,0,0,0,0,"0","safer",0,0,1,1,0,"lessworried",0,1,0,420.23,0.45461988280363
"B",0,1,0,0,0,"Refugee HH",0,0,1,-0.254133740005352,1,0,0,2,"Did not complete primary school",0,0,0,1,0,0,"0","lesssafe",0,1,0,1,0,"asworried",1,0,0,204.91,-1.06287684239144
"B",0,1,0,0,0,"Refugee HH",0,0,1,0.759246306291674,0,0,1,1,"Completed primary school",1,0,0,0,0,0,"1","lesssafe",0,1,0,1,0,"moreworried",0,0,1,414.44,0.413814077310041
"B",0,1,0,0,0,"Refugee HH",0,0,1,-0.507478751579609,1,0,1,3,"Did not complete primary school",0,0,0,1,0,0,"0","safer",0,0,1,1,0,"lessworried",0,1,0,223.71,-0.930381308146285
"B",0,1,0,0,0,"Refugee HH",0,0,1,-0.0852370656225145,0,0,1,1,"Completed secondary school",0,1,0,0,0,0,"1","lesssafe",0,1,0,1,0,"lessworried",0,1,0,585.41,1.61874819911295
"B",0,1,0,0,0,"Refugee HH",0,0,1,-0.929720437536703,0,0,1,4,"Completed primary school",1,0,0,0,0,0,"0","assafe",1,0,0,0,0,"lessworried",0,1,0,391.93,0.255171817955866
"B",0,1,0,0,0,"Refugee HH",0,0,1,-0.0852370656225145,0,0,1,2,"Completed secondary school",0,1,0,0,0,0,"1","lesssafe",0,1,0,0,0,"asworried",1,0,0,553.42,1.39329436185217
"B",0,1,0,0,0,"Refugee HH",0,0,1,-0.929720437536703,0,0,1,3,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,0,"moreworried",0,0,1,278.26,-0.54593282979132
"B",0,1,0,0,0,"Refugee HH",0,0,1,1.43483300382303,1,0,0,3,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,0,0,"lessworried",0,1,0,194.78,-1.13426938291822
"B",0,1,0,0,0,"Refugee HH",0,0,1,1.09703965505735,0,0,1,3,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,0,0,"asworried",1,0,0,315.32,-0.284747484093152
"B",0,1,0,0,0,"Refugee HH",0,0,1,-1.3519621234938,0,0,1,2,"Completed primary school",1,0,0,0,0,0,"0","lesssafe",0,1,0,1,0,"lessworried",0,1,0,384.31,0.201468840777775
"B",0,1,0,0,0,"Refugee HH",0,0,1,0.33700462033458,0,0,1,2,"Did not complete primary school",0,0,0,1,0,0,"1","lesssafe",0,1,0,1,0,"asworried",1,0,0,300.3,-0.390602958793273
"B",0,1,0,0,0,"Refugee HH",0,0,1,-0.42303041438819,1,0,1,3,"Did not complete primary school",0,0,0,1,0,0,"0","safer",0,0,1,0,0,"moreworried",0,0,1,345.34,-0.0731774873889163
"B",0,1,0,0,0,"Refugee HH",0,0,1,-0.507478751579609,0,0,1,3,"Completed primary school",1,0,0,0,0,0,"0","assafe",1,0,0,0,0,"asworried",1,0,0,415.69,0.422623620810384
"B",0,1,0,0,0,"Refugee HH",0,0,1,-0.338582077196771,1,0,1,2,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,0,0,"moreworried",0,0,1,291.04,-0.455864057043813
"B",0,1,0,0,0,"Refugee HH",0,0,1,-1.09861711191954,1,0,1,2,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,1,"moreworried",0,0,1,207.2,-1.04673775869881
"B",0,1,0,0,0,"Refugee HH",0,0,1,-0.929720437536703,0,0,1,3,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,0,0,"lessworried",0,1,0,234.98,-0.850954463947193
"B",0,1,0,0,0,"Refugee HH",0,0,1,-0.338582077196771,1,0,1,2,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,0,"asworried",1,0,0,226.1,-0.91353746097363
"B",0,1,0,0,0,"Refugee HH",0,0,1,0.168107945951742,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,1,0,"lessworried",0,1,0,265.86,-0.633323501314721
"B",0,1,0,0,0,"Refugee HH",0,0,1,0.421452957525999,0,1,1,3,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,0,1,"moreworried",0,0,1,235.46,-0.847571599243062
"B",0,1,0,0,0,"Refugee HH",0,0,1,0.759246306291674,1,0,0,1,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,0,"moreworried",0,0,1,197.08,-1.11805982287759
"B",0,1,0,0,0,"Refugee HH",0,0,1,-1.01416877472812,0,0,1,4,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,0,1,"asworried",1,0,0,267.85,-0.619298708062175
"B",0,1,0,0,0,"Refugee HH",0,0,1,-1.26751378630238,0,0,1,3,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,0,0,"asworried",1,0,0,183.75,-1.21200479476525
"B",0,1,0,0,0,"Refugee HH",0,0,1,1.60372967820586,0,0,1,3,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,1,"moreworried",0,0,1,317.13,-0.271991265104656
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.676375425962447,1,0,1,2,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,1,"asworried",1,0,0,322.42,-0.234709277011204
"B",0,1,0,0,0,"Refugee HH",0,0,1,-0.338582077196771,0,0,1,3,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,0,0,"asworried",1,0,0,206.32,-1.05293967732306
"B",0,1,0,0,0,"Refugee HH",0,0,1,0.759246306291674,1,0,1,3,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"asworried",1,0,0,201.56,-1.08648641897236
"B",0,1,0,0,0,"Refugee HH",0,0,1,1.60372967820586,0,0,1,3,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,0,1,"moreworried",0,0,1,259.93,-0.675115975680348
"B",0,1,0,0,0,"Refugee HH",0,0,1,-1.09861711191954,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"asworried",1,0,0,259.97,-0.674834070288337
"B",0,1,0,0,0,"Host community HH",1,0,0,1.18148799224877,1,0,1,1,"Completed secondary school",0,1,0,0,0,0,"0","safer",0,0,1,1,0,"asworried",1,0,0,652.56,2.09199687595137
"B",0,1,0,0,0,"Host community HH",1,0,0,-0.254133740005352,0,0,1,4,"Completed secondary school",0,1,0,0,0,0,"0","assafe",1,0,0,1,0,"asworried",1,0,0,589.77,1.64947588684214
"B",0,1,0,0,0,"Refugee HH",0,0,1,-1.43641046068522,0,0,1,3,"Completed secondary school",0,1,0,0,0,0,"1","lesssafe",0,1,0,1,0,"moreworried",0,0,1,517.51,1.14021379617432
"B",0,1,0,0,0,"Refugee HH",0,0,1,-0.929720437536703,0,0,1,3,"Completed primary school",1,0,0,0,0,0,"0","safer",0,0,1,0,0,"lessworried",0,1,0,302.67,-0.373900064316622
"B",0,1,0,0,0,"Refugee HH",0,0,1,1.60372967820586,0,0,1,6,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,0,"lessworried",0,1,0,306.7,-0.345498096071517
"E",0,0,0,0,1,"Internally displaced HH",0,1,0,-0.929720437536703,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,1,"asworried",1,0,0,229.78,-0.88760216490862
