"sno","IP","type","age","female","disability","married","education","children","cva","safe","parenting_better","relationship_better","worried","income"
1594,"C","Internally displaced HH",32,0,0,0,"Did not complete primary school",5,1,"safer",1,1,"lessworried",242.03
1595,"C","Internally displaced HH",30,0,0,0,"Did not complete primary school",4,1,"safer",1,1,"lessworried",224.88
1596,"C","Internally displaced HH",53,0,0,0,"Never attended school",3,1,"safer",1,1,"lessworried",280.35
1597,"C","Internally displaced HH",32,0,0,0,"Did not complete primary school",4,1,"safer",1,1,"lessworried",184.91
1598,"C","Internally displaced HH",33,0,0,0,"Did not complete primary school",5,1,"safer",1,1,"lessworried",182.86
1599,"C","Internally displaced HH",31,1,0,0,"Did not complete primary school",5,1,"safer",1,1,"lessworried",161.12
1600,"C","Internally displaced HH",36,0,0,0,"Did not complete primary school",3,1,"safer",1,1,"lessworried",238.06
1601,"C","Internally displaced HH",40,1,1,0,"Did not complete primary school",4,1,"safer",1,1,"lessworried",180.65
1602,"C","Internally displaced HH",38,0,0,0,"Did not complete primary school",3,0,"assafe",0,0,"asworried",284.45
1603,"C","Host community HH",28,1,0,0,"Did not complete primary school",3,0,"safer",0,0,"asworried",276.25
1604,"C","Host community HH",52,1,0,0,"Never attended school",3,1,"safer",1,0,"asworried",367.77
1605,"C","Internally displaced HH",28,1,0,0,"Never attended school",5,1,"safer",1,1,"lessworried",208.63
1606,"C","Internally displaced HH",38,0,0,0,"Completed secondary school",2,1,"safer",1,1,"lessworried",495.44
1607,"C","Internally displaced HH",26,0,0,0,"Did not complete primary school",1,1,"safer",1,1,"lessworried",236.84
1608,"C","Internally displaced HH",27,0,1,0,"Did not complete primary school",2,1,"safer",1,1,"lessworried",179.28
1609,"C","Internally displaced HH",31,0,1,0,"Completed primary school",4,0,"safer",1,0,"lessworried",235.73
1610,"C","Internally displaced HH",27,0,1,0,"Did not complete primary school",2,1,"safer",1,1,"lessworried",193.46
1611,"C","Internally displaced HH",28,0,0,0,"Completed primary school",3,0,"safer",0,0,"moreworried",274.4
1612,"C","Internally displaced HH",49,0,1,0,"Did not complete primary school",3,1,"safer",1,1,"lessworried",316.76
1613,"C","Internally displaced HH",38,0,0,0,"Did not complete primary school",2,1,"safer",1,1,"lessworried",238.59
1614,"C","Internally displaced HH",45,1,1,0,"Never attended school",1,1,"safer",1,1,"lessworried",204.18
1615,"C","Internally displaced HH",43,0,0,0,"Did not complete primary school",2,1,"assafe",1,0,"asworried",220.03
1616,"C","Host community HH",29,0,0,0,"Did not complete primary school",4,0,"assafe",1,0,"asworried",210.34
1617,"C","Host community HH",46,0,0,0,"Did not complete primary school",5,1,"assafe",1,1,"asworried",353.03
1618,"C","Host community HH",39,0,0,0,"Never attended school",4,0,"safer",1,1,"asworried",295.41
1619,"C","Host community HH",38,0,0,0,"Did not complete primary school",3,1,"safer",1,1,"lessworried",363.18
1620,"C","Host community HH",30,0,0,0,"Did not complete primary school",4,0,"assafe",1,0,"lessworried",228.98
1621,"C","Host community HH",29,0,0,0,"Did not complete primary school",2,1,"safer",1,1,"lessworried",281.09
1622,"C","Host community HH",40,0,0,0,"Did not complete primary school",3,1,"safer",1,1,"lessworried",404.76
1623,"C","Host community HH",46,0,0,0,"Did not complete primary school",5,0,"assafe",0,0,"asworried",323.57
1624,"C","Host community HH",37,0,0,0,"Never attended school",2,0,"safer",1,0,"lessworried",281.7
1625,"C","Host community HH",36,0,0,0,"Did not complete primary school",3,0,"lesssafe",0,0,"asworried",262.34
1626,"C","Host community HH",45,1,0,0,"Never attended school",5,1,"lesssafe",1,0,"moreworried",282.44
1627,"C","Host community HH",45,0,1,0,"Completed secondary school",4,1,"lesssafe",1,0,"moreworried",523.71
1628,"C","Host community HH",25,1,0,0,"Did not complete primary school",1,1,"assafe",0,0,"lessworried",299.95
1629,"C","Host community HH",42,0,1,0,"Never attended school",4,0,"safer",1,0,"moreworried",239.31
1630,"C","Host community HH",28,0,0,0,"Did not complete primary school",2,1,"assafe",1,0,"asworried",288.7
1631,"C","Host community HH",40,1,0,0,"Never attended school",4,0,"assafe",1,0,"moreworried",217.71
1632,"C","Host community HH",45,1,0,0,"Never attended school",5,0,"safer",1,0,"moreworried",329.64
1633,"C","Host community HH",66,0,1,0,"Completed primary school",1,1,"safer",1,0,"lessworried",491.88
1634,"C","Host community HH",29,0,0,0,"Did not complete primary school",4,0,"lesssafe",1,0,"moreworried",231.47
1635,"C","Host community HH",27,0,0,0,"Did not complete primary school",3,0,"safer",1,0,"asworried",249.71
1636,"C","Host community HH",35,1,0,0,"Completed primary school",1,1,"safer",1,1,"lessworried",386.08
1637,"C","Host community HH",44,1,0,0,"Did not complete primary school",1,0,"safer",0,0,"lessworried",268.9
1638,"C","Host community HH",38,0,0,0,"Did not complete primary school",5,1,"assafe",1,0,"lessworried",280.74
1639,"C","Host community HH",46,0,0,0,"Did not complete primary school",3,0,"assafe",0,1,"lessworried",333.51
1640,"C","Host community HH",30,1,0,0,"Did not complete primary school",1,0,"assafe",0,0,"asworried",275.99
1641,"C","Host community HH",25,0,0,0,"Did not complete primary school",1,0,"safer",0,1,"lessworried",289.39
1642,"C","Host community HH",48,1,0,0,"Never attended school",4,1,"safer",1,1,"lessworried",303.23
1643,"C","Host community HH",29,0,0,0,"Did not complete primary school",1,1,"safer",1,1,"lessworried",283.85
1644,"C","Host community HH",30,0,0,0,"Did not complete primary school",4,1,"safer",0,1,"asworried",179.08
1645,"C","Host community HH",45,0,1,0,"Never attended school",1,0,"assafe",1,0,"moreworried",289.94
1646,"C","Host community HH",20,1,0,0,"Did not complete primary school",3,1,"safer",1,1,"lessworried",216.66
1647,"C","Internally displaced HH",29,0,0,0,"Did not complete primary school",3,1,"safer",1,1,"lessworried",282.15
1648,"C","Host community HH",60,0,0,0,"Never attended school",1,1,"lesssafe",1,0,"asworried",370.04
1649,"C","Host community HH",37,1,0,0,"Never attended school",1,1,"safer",1,1,"lessworried",301.09
1650,"C","Host community HH",34,0,0,0,"Did not complete primary school",1,0,"assafe",1,0,"asworried",314.53
1651,"C","Host community HH",45,1,1,0,"Did not complete primary school",6,0,"safer",1,0,"lessworried",202.69
1652,"C","Host community HH",42,0,0,0,"Never attended school",1,0,"safer",1,0,"moreworried",313
1653,"C","Internally displaced HH",30,0,0,0,"Did not complete primary school",2,1,"safer",1,1,"lessworried",270.18
1654,"C","Internally displaced HH",32,1,0,0,"Never attended school",2,1,"lesssafe",1,0,"moreworried",214.61
1655,"C","Host community HH",35,1,0,0,"Did not complete primary school",2,1,"lesssafe",1,0,"moreworried",355.36
1656,"C","Host community HH",52,0,1,0,"Completed primary school",1,1,"safer",0,0,"asworried",427.49
1657,"C","Internally displaced HH",26,0,0,0,"Completed secondary school",2,1,"safer",1,1,"lessworried",505.19
1658,"C","Host community HH",50,1,0,0,"Never attended school",1,0,"assafe",0,0,"moreworried",320.16
1659,"C","Host community HH",23,1,0,0,"Did not complete primary school",2,1,"safer",1,1,"lessworried",268.83
1660,"C","Internally displaced HH",31,0,0,0,"Did not complete primary school",2,1,"safer",1,1,"lessworried",276.85
1661,"C","Internally displaced HH",42,0,1,0,"Completed primary school",2,1,"safer",1,1,"lessworried",334.31
1662,"C","Host community HH",28,1,0,0,"Did not complete primary school",2,0,"safer",1,0,"lessworried",233.01
1663,"C","Host community HH",30,0,0,0,"Did not complete primary school",1,0,"assafe",1,1,"moreworried",275.64
1664,"C","Host community HH",35,0,0,1,"Completed secondary school",1,0,"assafe",1,0,"lessworried",617.64
1665,"C","Host community HH",41,1,1,0,"Never attended school",2,0,"assafe",0,1,"moreworried",197.66
1666,"C","Internally displaced HH",30,1,1,0,"Did not complete primary school",1,1,"safer",1,1,"lessworried",127.25
1667,"C","Host community HH",40,1,0,0,"Never attended school",2,0,"assafe",1,0,"moreworried",230.11
1668,"C","Internally displaced HH",20,0,0,0,"Completed primary school",1,0,"assafe",1,0,"asworried",273.79
1669,"C","Internally displaced HH",34,0,0,0,"Never attended school",1,0,"assafe",1,0,"asworried",234.43
1670,"C","Host community HH",37,1,0,0,"Never attended school",1,0,"lesssafe",1,0,"asworried",275.37
1671,"C","Internally displaced HH",40,1,0,0,"Did not complete primary school",2,0,"lesssafe",0,0,"lessworried",198.76
1672,"C","Host community HH",45,1,0,0,"Never attended school",1,0,"lesssafe",0,1,"asworried",310.38
1673,"C","Internally displaced HH",30,1,1,0,"Completed primary school",1,1,"safer",1,1,"lessworried",327.78
1674,"C","Internally displaced HH",28,0,0,0,"Did not complete primary school",4,1,"safer",1,1,"lessworried",160.29
1675,"C","Host community HH",40,1,0,0,"Never attended school",2,1,"safer",1,1,"lessworried",295.94
1676,"C","Internally displaced HH",47,1,1,1,"Completed primary school",2,1,"safer",1,1,"asworried",374.59
1677,"C","Internally displaced HH",30,0,0,0,"Did not complete primary school",2,1,"safer",1,1,"lessworried",274.16
1678,"C","Internally displaced HH",30,1,1,0,"Completed primary school",2,1,"safer",1,1,"lessworried",271.99
1679,"C","Host community HH",38,1,0,0,"Never attended school",2,0,"assafe",0,1,"moreworried",265.04
1680,"C","Host community HH",28,0,0,0,"Did not complete primary school",2,1,"safer",1,1,"lessworried",336.57
1681,"C","Internally displaced HH",30,0,0,0,"Did not complete primary school",3,1,"safer",1,1,"lessworried",274.86
1682,"C","Host community HH",30,0,0,0,"Did not complete primary school",3,0,"assafe",0,0,"moreworried",289.78
1683,"C","Host community HH",33,0,0,0,"Did not complete primary school",0,1,"assafe",0,0,"lessworried",316.07
1684,"C","Host community HH",38,0,0,0,"Never attended school",4,0,"lesssafe",0,0,"asworried",286.81
1685,"C","Host community HH",32,0,0,0,"Never attended school",6,0,"assafe",1,1,"lessworried",177.71
1686,"C","Host community HH",29,0,0,0,"Did not complete primary school",4,0,"safer",0,0,"lessworried",207.44
1687,"C","Host community HH",28,1,0,0,"Did not complete primary school",2,1,"safer",0,0,"moreworried",215.67
1688,"C","Host community HH",30,1,0,0,"Never attended school",1,0,"safer",0,0,"moreworried",281.02
1689,"C","Host community HH",30,0,0,0,"Completed primary school",2,1,"safer",0,0,"lessworried",448.59
1690,"C","Host community HH",39,1,0,0,"Never attended school",6,1,"lesssafe",1,1,"asworried",319.45
1691,"C","Host community HH",25,1,0,0,"Did not complete primary school",1,1,"assafe",0,1,"asworried",296.21
1692,"C","Host community HH",50,1,0,0,"Never attended school",3,0,"assafe",1,1,"lessworried",279.62
1693,"C","Host community HH",32,0,0,0,"Did not complete primary school",3,1,"safer",1,0,"asworried",320.27
1694,"C","Host community HH",35,1,0,0,"Never attended school",3,0,"safer",1,1,"moreworried",270.96
1695,"C","Host community HH",35,0,0,0,"Did not complete primary school",5,1,"safer",1,0,"moreworried",345.95
1696,"C","Host community HH",25,1,0,0,"Never attended school",2,0,"assafe",0,0,"lessworried",200.13
1697,"C","Host community HH",25,1,0,0,"Never attended school",2,0,"safer",1,0,"moreworried",239.4
1698,"C","Host community HH",40,1,0,0,"Completed primary school",0,0,"safer",1,0,"lessworried",350.95
1699,"C","Host community HH",30,1,0,0,"Never attended school",2,0,"assafe",1,0,"lessworried",175.29
1700,"C","Host community HH",30,1,0,0,"Did not complete primary school",2,1,"safer",1,1,"lessworried",225.73
1701,"C","Host community HH",50,1,0,0,"Never attended school",2,0,"safer",1,0,"lessworried",223.22
1702,"C","Internally displaced HH",35,1,0,0,"Never attended school",2,1,"safer",1,1,"lessworried",183.85
1703,"C","Internally displaced HH",39,1,1,1,"Never attended school",4,1,"safer",1,1,"lessworried",185.83
1704,"C","Internally displaced HH",45,1,0,1,"Completed secondary school",2,1,"safer",1,1,"lessworried",617.62
1705,"C","Internally displaced HH",40,0,0,0,"Never attended school",2,0,"safer",0,0,"moreworried",242.15
1706,"C","Internally displaced HH",50,1,0,0,"Never attended school",2,1,"assafe",0,0,"asworried",244.01
1707,"C","Internally displaced HH",38,0,0,0,"Never attended school",2,0,"safer",0,0,"asworried",196.16
1708,"C","Internally displaced HH",41,1,0,0,"Never attended school",3,1,"safer",1,1,"lessworried",277.02
1709,"C","Internally displaced HH",39,1,0,0,"Never attended school",3,0,"safer",0,0,"lessworried",194.47
1710,"C","Host community HH",28,0,0,0,"Did not complete primary school",2,0,"lesssafe",1,1,"asworried",234.63
1711,"C","Host community HH",46,0,0,0,"Never attended school",1,1,"safer",0,1,"asworried",338.25
1712,"C","Host community HH",63,0,0,0,"Never attended school",4,1,"safer",1,1,"lessworried",374.64
1713,"C","Host community HH",59,0,0,0,"Did not complete primary school",3,1,"safer",1,1,"lessworried",367.38
1714,"C","Host community HH",62,0,0,1,"Did not complete primary school",2,0,"safer",1,0,"asworried",478.94
1715,"C","Host community HH",56,0,0,0,"Completed secondary school",1,0,"assafe",1,0,"lessworried",628.16
1716,"C","Host community HH",39,0,0,0,"Did not complete primary school",2,1,"safer",1,1,"lessworried",345.31
1717,"C","Host community HH",44,0,0,0,"Completed secondary school",2,0,"safer",0,0,"lessworried",541.28
1718,"C","Host community HH",36,0,0,0,"Completed primary school",1,0,"safer",1,0,"asworried",459.43
1719,"C","Host community HH",41,0,0,0,"Completed primary school",1,1,"safer",0,0,"lessworried",481.74
1720,"C","Host community HH",50,0,1,0,"Did not complete primary school",6,0,"lesssafe",0,1,"lessworried",203.22
1721,"C","Host community HH",49,0,0,0,"Never attended school",2,0,"safer",0,0,"lessworried",287.21
1722,"C","Host community HH",40,1,0,0,"Never attended school",2,0,"lesssafe",0,0,"asworried",321.87
1723,"C","Internally displaced HH",55,0,0,1,"Completed primary school",1,0,"safer",0,0,"asworried",368.15
1724,"C","Internally displaced HH",40,0,0,0,"Completed secondary school",1,0,"safer",1,0,"asworried",464.99
1725,"C","Internally displaced HH",50,0,1,0,"Never attended school",1,0,"safer",0,0,"moreworried",210.54
1726,"C","Host community HH",43,0,0,0,"Never attended school",2,1,"assafe",0,0,"lessworried",291.14
1727,"C","Host community HH",35,0,0,0,"Never attended school",1,0,"safer",0,0,"asworried",323.85
1728,"C","Host community HH",44,0,0,0,"Never attended school",1,1,"safer",1,0,"asworried",318.52
1729,"C","Internally displaced HH",61,0,1,0,"Completed primary school",3,1,"safer",0,0,"asworried",369.27
1730,"C","Internally displaced HH",28,1,0,0,"Completed secondary school",2,0,"safer",0,0,"lessworried",366.67
1731,"C","Host community HH",30,0,0,0,"Never attended school",3,0,"lesssafe",1,1,"moreworried",259.25
1732,"C","Host community HH",48,1,0,0,"Never attended school",3,0,"assafe",1,0,"moreworried",260.76
1733,"C","Host community HH",40,0,0,0,"Never attended school",1,1,"assafe",1,0,"asworried",311.92
1734,"C","Host community HH",46,0,1,0,"Never attended school",1,0,"lesssafe",0,1,"asworried",261.03
1735,"C","Internally displaced HH",35,0,0,0,"Never attended school",1,0,"safer",1,0,"asworried",246.19
1736,"C","Internally displaced HH",34,1,0,0,"Never attended school",1,1,"safer",0,0,"lessworried",192.75
1737,"C","Internally displaced HH",41,0,0,0,"Never attended school",1,1,"safer",1,1,"asworried",234.61
1738,"C","Internally displaced HH",38,0,0,0,"Never attended school",3,0,"safer",0,0,"lessworried",208.66
1739,"C","Host community HH",27,0,0,0,"Never attended school",1,1,"safer",1,1,"lessworried",306.14
1740,"C","Host community HH",29,0,0,0,"Never attended school",1,1,"assafe",1,0,"asworried",235.49
1741,"C","Host community HH",31,0,0,0,"Never attended school",2,0,"safer",1,1,"asworried",217.43
1742,"C","Internally displaced HH",42,0,0,0,"Never attended school",2,0,"assafe",0,0,"moreworried",221.81
1743,"C","Host community HH",38,1,0,0,"Never attended school",2,0,"safer",1,0,"lessworried",290.7
1744,"C","Host community HH",35,0,0,0,"Never attended school",2,0,"lesssafe",1,0,"lessworried",282.81
1745,"C","Internally displaced HH",40,1,0,0,"Never attended school",2,0,"assafe",0,1,"moreworried",170.74
1746,"C","Internally displaced HH",45,0,1,0,"Never attended school",2,0,"safer",0,0,"lessworried",181.56
1747,"C","Internally displaced HH",35,0,0,0,"Completed secondary school",2,1,"safer",1,1,"lessworried",532.44
1748,"C","Internally displaced HH",47,0,0,0,"Never attended school",2,0,"lesssafe",1,0,"lessworried",259.67
1749,"C","Internally displaced HH",52,0,0,0,"Never attended school",2,0,"assafe",1,1,"moreworried",205.32
1750,"C","Internally displaced HH",50,0,0,0,"Never attended school",2,1,"safer",1,1,"lessworried",310.11
1751,"C","Internally displaced HH",40,0,0,0,"Never attended school",1,1,"safer",1,1,"lessworried",231.22
1752,"C","Internally displaced HH",52,0,0,0,"Never attended school",3,1,"safer",0,1,"asworried",296.63
1753,"C","Internally displaced HH",52,0,0,0,"Never attended school",1,0,"assafe",0,0,"moreworried",245.08
1754,"C","Internally displaced HH",38,1,0,0,"Never attended school",2,1,"assafe",0,0,"moreworried",216.22
1755,"C","Host community HH",26,0,0,1,"Completed primary school",1,0,"lesssafe",1,0,"moreworried",453.03
1756,"C","Host community HH",26,1,1,0,"Did not complete primary school",2,1,"safer",1,1,"lessworried",316.55
1757,"C","Host community HH",45,0,0,1,"Completed secondary school",1,1,"safer",1,1,"lessworried",652.99
1758,"C","Host community HH",28,0,0,1,"Did not complete primary school",1,1,"safer",1,1,"lessworried",325.61
1759,"C","Host community HH",30,0,0,1,"Did not complete primary school",1,1,"safer",1,1,"lessworried",395.35
1760,"C","Host community HH",32,0,0,0,"Completed primary school",2,1,"safer",1,1,"lessworried",415.09
1761,"C","Host community HH",27,1,1,0,"Never attended school",2,1,"safer",1,1,"lessworried",226.64
1762,"C","Host community HH",35,1,0,0,"Did not complete primary school",2,1,"safer",1,1,"lessworried",258.75
1763,"C","Host community HH",29,0,0,1,"Completed secondary school",1,1,"safer",1,1,"lessworried",628.72
1764,"C","Host community HH",30,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",304.83
1765,"C","Host community HH",31,0,0,1,"Did not complete primary school",1,1,"safer",1,1,"lessworried",320.11
1766,"C","Host community HH",30,0,0,0,"Did not complete primary school",1,1,"safer",1,1,"lessworried",322.36
1767,"C","Host community HH",52,0,0,1,"Completed secondary school",2,1,"safer",1,1,"lessworried",715.71
1768,"C","Host community HH",36,0,0,1,"Completed secondary school",1,0,"safer",0,0,"moreworried",627.46
1769,"C","Host community HH",35,1,0,0,"Never attended school",2,0,"assafe",0,0,"asworried",278.94
1770,"C","Host community HH",39,0,0,1,"Did not complete primary school",1,0,"safer",0,0,"moreworried",292.29
1771,"C","Host community HH",25,0,0,1,"Completed primary school",1,0,"safer",0,0,"lessworried",446.26
1772,"C","Host community HH",37,0,0,1,"Did not complete primary school",1,1,"safer",0,1,"moreworried",351.53
1773,"C","Host community HH",27,0,0,1,"Did not complete primary school",1,1,"safer",1,0,"moreworried",353.64
1774,"C","Host community HH",32,0,0,0,"Never attended school",1,0,"safer",0,0,"moreworried",318.92
1775,"C","Host community HH",32,0,0,0,"Completed secondary school",2,0,"safer",0,0,"asworried",574.96
1776,"C","Host community HH",39,0,0,0,"Did not complete primary school",2,1,"assafe",0,0,"lessworried",355.64
1777,"C","Host community HH",36,1,0,1,"Completed secondary school",3,0,"assafe",0,0,"moreworried",600.99
1778,"C","Host community HH",32,0,0,0,"Did not complete primary school",1,0,"safer",1,0,"asworried",227.83
1779,"C","Host community HH",41,0,0,1,"Did not complete primary school",1,0,"lesssafe",1,0,"moreworried",359.8
1780,"C","Host community HH",37,0,0,0,"Did not complete primary school",2,0,"safer",1,0,"lessworried",341.75
1781,"C","Host community HH",25,0,0,1,"Did not complete primary school",1,1,"safer",1,1,"lessworried",326.67
1782,"C","Host community HH",40,0,0,0,"Never attended school",1,0,"assafe",1,0,"asworried",260.82
1783,"C","Internally displaced HH",27,0,0,1,"Did not complete primary school",1,1,"safer",1,1,"lessworried",277.69
1784,"C","Host community HH",28,1,1,0,"Never attended school",3,1,"safer",1,1,"lessworried",261.38
1785,"C","Internally displaced HH",30,0,0,1,"Did not complete primary school",1,1,"safer",1,1,"lessworried",315.88
1786,"C","Host community HH",46,0,1,0,"Never attended school",2,1,"assafe",0,0,"lessworried",296.27
1787,"C","Internally displaced HH",39,0,0,1,"Did not complete primary school",1,0,"safer",1,0,"lessworried",309.03
1788,"C","Host community HH",41,1,1,0,"Did not complete primary school",2,1,"safer",1,1,"lessworried",274.08
1789,"C","Internally displaced HH",33,1,1,0,"Did not complete primary school",2,1,"safer",1,1,"lessworried",171.72
1790,"C","Host community HH",30,0,0,1,"Did not complete primary school",2,1,"safer",1,1,"asworried",356.31
1791,"C","Internally displaced HH",32,0,0,0,"Did not complete primary school",1,1,"safer",1,1,"lessworried",278
1792,"C","Host community HH",33,0,0,0,"Never attended school",2,1,"assafe",1,1,"lessworried",277.48
1793,"C","Internally displaced HH",37,0,0,1,"Did not complete primary school",1,1,"safer",1,1,"lessworried",268.13
1794,"C","Host community HH",39,0,0,0,"Completed primary school",2,1,"safer",1,1,"lessworried",432.79
1795,"C","Internally displaced HH",37,0,0,1,"Did not complete primary school",1,1,"safer",1,1,"lessworried",299.95
1796,"C","Host community HH",26,1,0,0,"Completed primary school",2,1,"safer",1,1,"lessworried",407.71
1797,"C","Internally displaced HH",40,0,1,1,"Did not complete primary school",2,1,"safer",1,1,"lessworried",282.11
1798,"C","Host community HH",25,0,0,0,"Completed primary school",7,0,"safer",1,0,"moreworried",514.25
1799,"C","Internally displaced HH",45,0,0,1,"Did not complete primary school",1,0,"lesssafe",1,0,"asworried",279.05
1800,"C","Host community HH",37,0,1,0,"Did not complete primary school",1,1,"safer",1,1,"lessworried",351.54
1801,"C","Host community HH",25,0,0,0,"Completed primary school",1,0,"lesssafe",1,0,"moreworried",426.45
1802,"C","Host community HH",30,0,0,0,"Did not complete primary school",1,0,"safer",1,0,"lessworried",300.32
1803,"C","Host community HH",45,0,1,0,"Completed secondary school",1,1,"safer",1,1,"lessworried",572.94
1804,"C","Host community HH",40,0,1,1,"Did not complete primary school",1,0,"lesssafe",0,1,"moreworried",317.69
1805,"C","Host community HH",20,1,0,1,"Did not complete primary school",1,1,"safer",0,0,"moreworried",245.74
1806,"C","Host community HH",35,0,0,0,"Did not complete primary school",1,0,"lesssafe",0,0,"asworried",230.79
1807,"C","Host community HH",21,0,0,0,"other",2,1,"safer",1,1,"lessworried",265.26
1808,"C","Host community HH",29,0,0,0,"Completed primary school",2,0,"assafe",1,0,"asworried",386.18
1809,"C","Host community HH",36,1,1,0,"Did not complete primary school",2,1,"safer",1,1,"lessworried",299.11
1810,"C","Host community HH",25,0,0,0,"Never attended school",1,0,"safer",0,0,"moreworried",220.84
1811,"C","Host community HH",32,0,0,0,"Did not complete primary school",2,1,"safer",1,0,"moreworried",317.62
1812,"C","Host community HH",31,1,1,0,"Did not complete primary school",2,1,"safer",1,0,"asworried",166.46
1813,"C","Host community HH",38,0,0,0,"Never attended school",2,0,"safer",1,0,"moreworried",368.96
1814,"C","Host community HH",29,1,0,0,"Did not complete primary school",2,0,"assafe",1,0,"asworried",234.44
1815,"C","Host community HH",28,0,0,0,"Never attended school",2,1,"safer",1,1,"lessworried",226.47
1816,"C","Host community HH",38,0,0,0,"Did not complete primary school",2,0,"lesssafe",0,0,"moreworried",323.61
1817,"C","Internally displaced HH",40,0,0,0,"Did not complete primary school",2,1,"safer",1,1,"lessworried",297.3
1818,"C","Internally displaced HH",39,0,0,0,"Never attended school",2,1,"assafe",0,0,"lessworried",274.71
1819,"C","Internally displaced HH",41,0,0,0,"Never attended school",2,1,"assafe",0,0,"lessworried",285.49
1820,"C","Internally displaced HH",38,0,0,0,"Did not complete primary school",2,1,"assafe",0,0,"lessworried",241.59
1821,"C","Internally displaced HH",38,1,0,0,"Did not complete primary school",2,1,"assafe",0,0,"lessworried",272.37
1822,"C","Internally displaced HH",38,1,0,0,"other",1,0,"lesssafe",0,0,"lessworried",201.15
1823,"C","Internally displaced HH",28,0,0,0,"Did not complete primary school",2,0,"assafe",1,0,"asworried",122.27
1824,"C","Internally displaced HH",26,0,0,0,"Did not complete primary school",1,1,"assafe",0,0,"moreworried",289.35
1825,"C","Internally displaced HH",27,0,1,0,"Never attended school",1,0,"safer",1,1,"lessworried",189.11
1826,"C","Host community HH",25,0,0,0,"Never attended school",3,0,"safer",0,0,"moreworried",271.56
1827,"C","Host community HH",31,0,0,0,"Never attended school",1,0,"assafe",1,0,"moreworried",225.07
1828,"C","Host community HH",24,1,0,0,"Did not complete primary school",4,1,"safer",0,0,"asworried",287.45
1829,"C","Host community HH",19,0,0,0,"Never attended school",1,0,"safer",1,0,"lessworried",234.33
1830,"C","Host community HH",62,0,0,0,"Did not complete primary school",3,0,"safer",0,0,"asworried",384.78
1831,"C","Host community HH",19,0,0,0,"Did not complete primary school",2,0,"lesssafe",1,0,"moreworried",307.58
1832,"C","Host community HH",19,0,0,0,"Never attended school",1,0,"assafe",1,0,"asworried",221.42
1833,"C","Internally displaced HH",33,0,0,0,"Did not complete primary school",5,0,"safer",1,0,"moreworried",207.25
1834,"C","Internally displaced HH",42,0,0,0,"Never attended school",2,0,"assafe",0,0,"moreworried",268.08
1835,"C","Internally displaced HH",61,0,0,0,"Did not complete primary school",2,0,"safer",0,1,"asworried",311.18
1836,"C","Internally displaced HH",31,0,0,0,"Completed primary school",3,1,"safer",1,1,"lessworried",347.88
1837,"C","Internally displaced HH",18,0,0,0,"Never attended school",3,1,"safer",1,1,"lessworried",170.16
1838,"C","Internally displaced HH",52,0,0,0,"Did not complete primary school",2,1,"assafe",1,0,"moreworried",306.69
1839,"C","Host community HH",30,0,0,0,"Completed primary school",1,0,"assafe",1,0,"moreworried",413.89
1840,"C","Host community HH",35,1,0,0,"Did not complete primary school",2,0,"assafe",0,0,"lessworried",227.5
1841,"C","Host community HH",35,1,0,0,"Completed primary school",1,1,"safer",0,0,"asworried",359.77
1842,"C","Host community HH",42,0,0,0,"Completed secondary school",1,0,"safer",0,1,"lessworried",578.07
1843,"C","Host community HH",35,1,0,0,"Completed primary school",2,0,"safer",1,1,"moreworried",374.74
1844,"C","Host community HH",30,0,0,0,"Completed primary school",1,1,"safer",0,0,"asworried",398.73
1845,"C","Host community HH",35,0,0,0,"Completed primary school",1,1,"assafe",0,0,"lessworried",437.84
1846,"C","Host community HH",28,0,0,0,"Completed primary school",1,1,"safer",1,1,"lessworried",455.18
1847,"C","Host community HH",48,0,0,0,"Did not complete primary school",1,0,"safer",0,0,"lessworried",326.74
1848,"C","Host community HH",32,0,0,0,"Completed primary school",1,0,"assafe",0,1,"lessworried",388.11
1849,"C","Host community HH",32,0,0,0,"Completed primary school",1,1,"safer",1,1,"lessworried",405.32
1850,"C","Host community HH",40,0,0,0,"Completed primary school",1,0,"assafe",1,0,"moreworried",417.27
1851,"C","Host community HH",34,0,0,0,"Completed secondary school",1,1,"safer",1,1,"lessworried",564.59
1852,"C","Host community HH",37,0,0,0,"Did not complete primary school",1,1,"lesssafe",1,1,"lessworried",325.02
1853,"C","Host community HH",40,0,0,0,"Did not complete primary school",2,0,"lesssafe",0,1,"asworried",320.84
1854,"C","Host community HH",36,0,0,0,"Did not complete primary school",1,1,"safer",1,1,"lessworried",357.48
1855,"C","Host community HH",40,0,0,0,"Did not complete primary school",1,0,"assafe",1,0,"lessworried",247.14
1856,"C","Host community HH",35,0,0,0,"Completed secondary school",2,1,"safer",1,1,"lessworried",590.59
1857,"C","Internally displaced HH",31,0,1,0,"Completed secondary school",1,0,"lesssafe",0,0,"lessworried",505.3
1858,"C","Host community HH",49,0,0,0,"Completed primary school",1,0,"safer",1,0,"lessworried",459.7
1859,"C","Host community HH",35,0,0,0,"Completed primary school",2,1,"safer",1,1,"lessworried",358.12
1860,"C","Host community HH",50,1,0,0,"Did not complete primary school",2,1,"safer",1,0,"moreworried",419.34
1861,"C","Host community HH",29,0,0,0,"Completed primary school",1,0,"assafe",1,1,"asworried",386.02
